element,name,GW,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,transfers_in,transfers_out,transfers_balance,selected,value,round,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,position,team,opponent_team,was_home,kickoff_time,fixture,team_h_score,team_a_score
500,Romero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,10218,-10218.0,0.2,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
501,Danso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,941,2092,-1151.0,0.2,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
502,Robertson,1,3,90,0,0,0,3,0,0,0,0,0,0,0,13,5.3,0.0,0.06,0.06,3.87,1,18425,19505,-1080.0,3.8,45.0,1,31.8,19.2,2.0,9,3,2,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
503,Van de Ven,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,6301,118026,-111725.0,4.3,50.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
505,Spence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,43366,-43366.0,0.5,45.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
506,Udogie,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.02,0.02,0.44,0,1532,3971,-2439.0,0.5,45.0,1,0.0,0.7,0.0,0,2,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
507,Phillips,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,611,-611.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
508,Davies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2566,7709,-5143.0,1.1,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
509,Byfield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,295,489,-194.0,0.1,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
512,Kudus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,246,2124,-1878.0,0.1,65.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
513,Xavi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,68,319,-251.0,0.0,60.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
514,Tel,1,2,90,0,0,0,3,0,0,0,0,0,0,0,17,4.5,0.06,0.06,0.12,3.87,1,2978,8037,-5059.0,0.5,60.0,1,10.4,26.0,9.0,1,7,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
515,Maddison,1,1,22,0,0,0,0,0,0,0,0,0,0,0,6,2.1,0.0,0.01,0.01,0.85,0,2666,28014,-25348.0,1.1,65.0,1,4.4,8.3,8.0,1,1,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
516,Bentancur,1,1,45,0,0,0,1,0,0,0,0,0,0,0,8,1.7,0.0,0.01,0.01,2.18,0,476,1680,-1204.0,0.2,55.0,1,2.0,14.7,0.0,0,2,3,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
517,Odobert,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,12,18,-6.0,0.0,55.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
518,P.M.Sarr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,49,9306,-9257.0,0.2,49.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
519,Gallagher,1,0,45,0,0,0,2,0,0,0,1,0,0,0,1,0.5,0.02,0.06,0.08,1.7,1,989,3840,-2851.0,0.3,55.0,1,0.0,5.5,1.0,0,2,1,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
520,Bergvall,1,1,45,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0,0.01,0.01,1.7,1,556,1863,-1307.0,0.2,55.0,1,0.0,2.0,2.0,0,7,1,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
522,Gray,1,2,85,0,0,0,3,0,0,0,0,0,0,0,15,1.0,0.0,0.01,0.01,3.43,1,1458,2138,-680.0,0.2,50.0,1,6.2,3.3,0.0,2,2,1,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
523,Moore,1,2,67,0,0,0,3,0,0,0,0,0,0,0,10,7.5,0.38,0.02,0.4,3.02,1,1703,2063,-360.0,0.2,50.0,1,14.2,5.9,55.0,0,1,1,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
524,Olusesi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1898,8323,-6425.0,0.8,45.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
525,Fernandes,1,1,45,0,0,0,1,0,0,0,0,0,0,0,16,3.6,0.0,0.06,0.06,2.18,0,3609,26487,-22878.0,1.7,60.0,1,7.2,27.2,2.0,0,1,1,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
526,Solanke,1,1,22,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.07,0.0,0.07,0.85,0,5940,17232,-11292.0,1.3,60.0,1,0.0,0.0,5.0,0,0,0,FWD,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
527,Richarlison,1,2,67,0,0,0,3,0,0,0,0,0,0,0,6,0.2,0.0,0.0,0.0,3.02,1,12150,33418,-21268.0,2.9,60.0,1,0.0,2.2,0.0,1,0,0,FWD,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
528,Scarlett,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,11340,14995,-3655.0,1.7,45.0,1,0.0,0.0,0.0,0,0,0,FWD,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
601,Williams-Barnett,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2346,515,1831.0,0.1,45.0,1,0.0,0.0,0.0,0,0,0,MID,Spurs,Brentford,False,2026-08-22T16:30:00Z,2,3.0,0.0
529,Roefs,1,1,90,0,0,0,2,0,0,0,0,0,1,0,7,1.5,0.0,0.0,0.0,1.8,1,3887,24433,-20546.0,4.0,50.0,1,15.2,0.0,0.0,1,8,0,GK,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
530,Patterson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2156,-2156.0,0.2,40.0,1,0.0,0.0,0.0,0,0,0,GK,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
531,Ellborg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,183,726,-543.0,0.1,45.0,1,0.0,0.0,0.0,0,0,0,GK,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
532,Ballard,1,0,90,0,0,0,2,0,0,0,1,0,0,0,4,1.9,0.0,0.01,0.01,1.8,1,10362,40236,-29874.0,5.1,50.0,1,18.2,1.2,0.0,7,0,2,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
533,Mukiele,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4873,29864,-24991.0,2.6,55.0,1,0.0,0.0,0.0,0,0,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
534,Hume,1,2,79,0,0,0,1,0,0,0,0,0,0,0,14,6.2,0.04,0.27,0.31,1.69,1,11115,31471,-20356.0,6.4,45.0,1,9.4,39.4,13.0,1,6,3,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
535,Alderete,1,1,23,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.01,0.01,0.1,0,2321,4010,-1689.0,0.5,50.0,1,0.0,0.6,0.0,0,2,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
536,Reinildo,1,1,90,0,0,0,2,0,0,0,0,0,0,0,9,5.5,0.0,0.29,0.29,1.8,1,797,2833,-2036.0,0.5,45.0,1,23.0,27.5,4.0,5,5,3,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
537,Seelt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,52,112,-60.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
538,Hjelde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,920,-920.0,0.1,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
539,O'Nien,1,1,66,0,0,0,1,0,0,0,1,0,0,0,1,1.7,0.01,0.01,0.02,1.69,1,4087,14559,-10472.0,3.5,40.0,1,11.4,1.4,4.0,4,4,1,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
540,Masuaku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4460,-4460.0,0.2,40.0,1,0.0,0.0,0.0,0,0,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
541,Meunier,1,1,90,0,0,0,2,0,0,0,0,0,0,0,5,3.0,0.08,0.08,0.16,1.8,1,836,1399,-563.0,0.3,45.0,1,13.8,5.3,11.0,2,3,2,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
542,E.Le Fée,1,2,79,0,0,0,1,0,0,0,0,0,0,0,13,1.5,0.0,0.03,0.03,1.69,1,9030,93324,-84294.0,8.9,60.0,1,4.6,9.9,0.0,0,1,1,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
543,Diarra,1,1,10,0,0,0,1,0,0,0,0,0,0,0,3,0.3,0.03,0.0,0.03,0.1,0,267,973,-706.0,0.1,55.0,1,0.4,0.6,2.0,0,0,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
544,Xhaka,1,9,90,0,1,0,2,0,0,0,0,0,0,2,31,5.0,0.0,0.09,0.09,1.8,1,34303,15172,19131.0,4.6,55.0,1,18.8,31.4,0.0,2,8,3,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
545,Sadiki,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,7.2,0.06,0.03,0.09,1.8,1,971,2930,-1959.0,0.3,50.0,1,14.6,32.1,25.0,0,2,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
546,Adingra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,48,3143,-3095.0,0.1,50.0,1,0.0,0.0,0.0,0,0,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
547,Mundle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,35,139,-104.0,0.0,50.0,1,0.0,0.0,0.0,0,0,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
548,Rigg,1,1,10,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.1,0,94,508,-414.0,0.1,50.0,1,0.0,0.3,0.0,0,1,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
549,Talbi,1,1,31,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.14,0,256,2320,-2064.0,0.2,55.0,1,0.0,0.9,0.0,0,2,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
553,Isidor,1,1,23,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.1,0,2114,10429,-8315.0,0.9,55.0,1,0.0,0.2,0.0,0,0,0,FWD,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
612,Methalie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,77,14,63.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,DEF,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
613,Ahoka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1362,199,1163.0,0.0,45.0,1,0.0,0.0,0.0,0,0,0,MID,Sunderland,Ipswich Town,False,2026-08-22T14:00:00Z,8,2.0,1.0
